song_name;artist;cover_image;duration;genre;tempo;activity;mood;release_year
Too Much;Spice Girls;https://i.scdn.co/image/38b7091b6683bb71a73a3186edd2c30e79a06136;271933;2;3;3;3;1991
Too Slow;The Impressions;https://i.scdn.co/image/9f0bb0ad0e55f9402a88ea668eeea622293f8c60;166707;2;3;3;3;1966
Took the Last Train;David Gates;https://i.scdn.co/image/ccad8ba7029af611911b55412c0268775f030a04;271893;2;2;2;2;1978
Topanga;Trippie Redd;https://i.scdn.co/image/8984042f24e62f3e53ebfa8d408e49ed58d90ec9;215364;4;2;2;3;2018
Touch It;Busta Rhymes;https://i.scdn.co/image/4c40bddd5dae50fb0bc5f060d8d7662ed2456e03;214960;4;1;1;4;2006
Toxicity;System Of A Down;https://i.scdn.co/image/3b74b1b2557ec74868bea0dd5c99ed081d32b6f4;218933;8;2;4;6;2001
Treat 'Em Right;Chubb Rock;https://i.scdn.co/image/6faf3891389ce16baa05ac37368a1ed6f50524c5;283307;4;2;2;3;1991
Tricky, Tricky;Lou Bega;https://i.scdn.co/image/b79d9c1cf141186bc45eaf8e04177e5f9e567b5e;203133;2;1;1;4;1999
Troubadour;George Strait;https://i.scdn.co/image/2fa61b60e686d42bcb595927f864aebd359870a1;176227;3;1;1;3;2008
Trouble Me;10,000 Maniacs;https://i.scdn.co/image/d9096bf024ba8bebcfb99e62eb1d0ca82fd2c191;193560;2;2;2;2;1989
Tunnel Vision;Kodak Black;https://i.scdn.co/image/54cb122c546ba1354bb51fa67d78e127f9668c30;268187;4;1;1;4;2017
Turn Off The Light;Nelly Furtado;https://i.scdn.co/image/58b858e8b5ae463ba299d59b2aad188887463768;276107;7;1;1;4;2000
Turn up the Radio;Autograph;https://i.scdn.co/image/142812d5ed41e8c83403ffda933848caa153df53;278507;1;2;2;1;1984
Tuscan Leather;Drake;https://i.scdn.co/image/ea3fb48018ec6d5b1ca43b6d37edfefc4862008f;366400;4;3;3;3;2013
Twenty Five Miles;Edwin Starr;https://i.scdn.co/image/14d4680a67cd58efc328805bf5de04cd029674a3;198213;5;2;3;5;1969
Two Hearts - Single Version;Teddy Pendergrass;https://i.scdn.co/image/6e6015072ed426c68911290491f41783800f1cf0;277307;5;2;3;5;1995
U Don't Love Me - Booty Mix;Kumbia Kings;https://i.scdn.co/image/9174322608e3577457e84b8ed786acd1ba88b809;275187;7;1;1;4;2003
U Smile;Justin Bieber;https://i.scdn.co/image/4a334e8018ca1df508e1ba39e6bf84af656f3476;196907;2;3;3;3;2010
Ugly;Bubba Sparxxx;https://i.scdn.co/image/437909b27011e2a6b8fd78f2fe6489b390336713;265227;4;2;2;3;2001
Umma Do Me;Rocko;https://i.scdn.co/image/5451ed6bd57f393496fd2f995c8fdc298265da21;230547;4;1;1;4;2008
Unbelievable;EMF;https://i.scdn.co/image/5f1098081330ee730476c17bdecf4219c864ff08;209813;2;2;2;2;1991
Unconditional Love;Musical Youth;https://i.scdn.co/image/902fcecd4f373ae9b74e7c862c84fa3989d09185;284000;6;2;3;3;1983
Understanding;Xscape;https://i.scdn.co/image/d72cb141ba8ae5dbc996dca13f4f1e660dff0cb8;340962;4;1;1;4;1993
Unica;Ozuna;https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be;218387;7;1;1;4;2018
Up All Night;Drake;https://i.scdn.co/image/acbe02f66f63f07eea0417a3740dac5fcb7a2817;234333;4;1;1;4;1995
Up On The Ridge;Dierks Bentley;https://i.scdn.co/image/2da83f0f8a52f54614281126dc0989728e040851;214867;3;2;3;3;2010
Used to Love U;John Legend;https://i.scdn.co/image/3f891b7b0a3a46beaff1fd66dd31de7b0bd8ae95;210867;5;3;3;3;2005
Valley Girl;Frank Zappa;https://i.scdn.co/image/495744f5d32bcb2fa61e3278530cbc52829047be;290533;1;1;1;1;1982
Ventura Highway;America;https://i.scdn.co/image/413b2b6f4398ff5c17a1f70743723d0b2388f695;211387;1;1;1;1;1972
Vertigo;U2;https://i.scdn.co/image/d398e5c3fba34cfd3e11d4cd09a19605f270e6e0;193520;1;1;1;1;2004
Very Special (feat. Spinderella, Laree Williams and Karen Anderson);Big Daddy Kane;https://i.scdn.co/image/efe8e6f6032f838dcaf1aa9525248afc5b00e32c;305013;4;3;3;3;1993
Vivir Mi Vida;Marc Anthony;https://i.scdn.co/image/6224401f467cfea5b63cb7c87d7d2b42d04f9cdc;252347;7;2;3;3;2013
WHO? WHAT!;Travis Scott;https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17;176720;2;1;1;4;2018
Walk on By;Sybil;https://i.scdn.co/image/7ba97705ff3d4079ab1e51bc6876bd23e9aa5c2e;247267;2;2;2;2;1964
Walking on Broken Glass;Annie Lennox;https://i.scdn.co/image/4d23a9140f374a5988e228ed7db8f71377d42d81;253296;10;2;5;3;1992
Wanted;Hunter Hayes;https://i.scdn.co/image/fbfe24d38d4ade51c35d31164059590a5037cd67;228840;3;1;1;3;2009
Wanted You More;Lady Antebellum;https://i.scdn.co/image/3f4169011234ecc366655f7794db5a7a224052ce;242080;3;1;1;3;2011
War;Edwin Starr;https://i.scdn.co/image/0b5131b6f87bb0418417d9af186e13cce1a51355;200267;5;2;3;5;1970
Wasn't It Good;Cher;https://i.scdn.co/image/cdbec62c98f5dce7e991817656d78e1ca79802e9;263000;2;2;2;2;1979
Wasteland;10 Years;https://i.scdn.co/image/a22c5e9b3d29f2218144765ef8bc0705e761226f;229973;8;1;1;4;2005
Water Under the Bridge;Adele;https://i.scdn.co/image/602102500b9cebde7559a5f9c16daaaef2846440;240427;5;2;3;5;2016
Way Of Life;Lil Wayne;https://i.scdn.co/image/3c30ae8fdcccac809eec6c8e94ccc88d136f3812;239800;4;2;2;3;2002
Way Out;J.J. Fad;https://i.scdn.co/image/44797cac48a2451d172837bb53e4477eab7710ec;169427;2;1;1;4;1988
We Belong;Pat Benatar;https://i.scdn.co/image/7e6cdeb1af956af6826d92a4bcf98c77ab6acda9;221133;1;1;1;1;1984
We Can't Go Wrong;The Cover Girls;https://i.scdn.co/image/e80075b8cb931654881d089ee24306454a384048;316627;11;1;1;3;1989
We Can't Stop;Miley Cyrus;https://i.scdn.co/image/f70bb46e668e224ea67c6afa25ba438881e50d15;231240;2;3;3;3;2013
We Dem Boyz;Wiz Khalifa;https://i.scdn.co/image/ef7f439bc22c59ade557524a6bf3446c095edf52;224933;4;1;1;4;2014
We Got A Love Thang;CeCe Peniston;https://i.scdn.co/image/6d1bfdf600af9e17e7656c8fb6d818629e4c17a0;328800;2;2;2;2;1992
We Own It (Fast & Furious);2 Chainz;https://i.scdn.co/image/2bc0176689c1d67b32593c954d71edc58ef3ddab;227893;4;1;1;4;2013
We'll Sing in the Sunshine;Gale Garnett;https://i.scdn.co/image/e5d79ec25efa5c8a5b24fab9d94ba684984098e9;179120;10;2;5;3;1964
We're A Winner;The Impressions;https://i.scdn.co/image/40e48ca80284c0ddad6b33e9a797b72dc705826c;145307;2;2;2;2;1968
Weak;SWV;https://i.scdn.co/image/8a216dab9d7e5321ff67b850f396d3322f2cbe64;291907;2;2;2;2;1992
Welcome Back (Theme from Welcome Back, Kotter);John Sebastian;https://i.scdn.co/image/6c20eb3573fd3d05b9e8b51da334bd4f915c3f76;170893;10;2;5;3;1976
Welcome To Jamrock;Damian Marley;https://i.scdn.co/image/79f8a3fea306d326e3b817e5ceece2cf35a7404d;213200;6;3;3;3;2005
Welcome to Atlanta (feat. Ludacris);Ludacris;https://i.scdn.co/image/6f7c492267b9e4b07531997f73d37576cbfe7229;200840;4;2;2;3;2001
West Coast;Lana Del Rey;https://i.scdn.co/image/25c671ed896ac56ce5b9f2af4a51a9c3ffda57f7;256760;2;2;2;2;2014
Wet Dreamz;J. Cole;https://i.scdn.co/image/9c5d0ed04c5d5ca1fb3027cdc860698c89da4942;239320;4;1;1;4;2014
What About Us;P!nk;https://i.scdn.co/image/8b5da3836c506525367980ed412451ec08feef68;269600;2;2;2;2;2013
What Becomes Of The Brokenhearted;Jimmy Ruffin;https://i.scdn.co/image/f59f1a0d3b2c19c06b57359655b84a9e4aca797f;175693;2;2;2;2;1989
What Goes Up;The Alan Parsons Project;https://i.scdn.co/image/a154eead82e91eacdaed0bad841d7c881b3757c4;220427;1;2;2;1;1978
What If;Colbie Caillat;https://i.scdn.co/image/20e0d638123b75f3d61140bc4227ce223117f44d;225120;2;2;2;2;2000
What If A Woman;Joe;https://i.scdn.co/image/aaa6e236f3fefd0686b6bb83e81de9df91619c5a;254840;2;1;1;4;2001
What Is A Man;Four Tops;https://i.scdn.co/image/4e3981e178d6aec6ab11c869fa7b6f158dc39a0e;158493;2;2;2;2;1969
What It's Like;Everlast;https://i.scdn.co/image/ea6cce4edecdbe5498ec2184854b8e4c1fb928db;303133;4;3;3;3;1998
What They Do;The Roots;https://i.scdn.co/image/7ed873ea96bf897f3c01430b3f966990467ecb79;357200;4;2;2;3;1996
What U See Is What U Get;Xzibit;https://i.scdn.co/image/ea63638e02c0308fee6ae38048e4c73fb36d4ef4;308907;4;2;2;3;1999
What You Know;T.I.;https://i.scdn.co/image/38a56766e77d8a9cbb2ce38b36953a288f46db8d;274333;4;3;3;3;2006
What You Won't Do for Love;Go West;https://i.scdn.co/image/21c9d9b6162a4c11bc52271b987f95f800bf31e7;266800;2;1;1;4;1978
When I Said I Do;Clint Black;https://i.scdn.co/image/c5e9865abaf11e92ca4693a2894490e84b509672;268960;3;2;3;3;2001
When We Make Love;Alabama;https://i.scdn.co/image/be4c1ba544c7112a7d936d76c6485ff7d3b35066;216373;3;3;3;3;1984
When You're In Love With A Beautiful Woman;Dr. Hook;https://i.scdn.co/image/7713785f9a257a4af9f76274437e2b811d245811;178827;2;2;2;2;1978
Where Does My Heart Beat Now;Céline Dion;https://i.scdn.co/image/f44b288b6b8511f591b2926046c2940f2c556c50;272867;2;3;3;3;1990
Where The Hood At;DMX;https://i.scdn.co/image/8feb79d2ca965b261a16275529565d53c30bf821;286267;4;1;1;4;2003
Where Were You (When the World Stopped Turning);Alan Jackson;https://i.scdn.co/image/11462910376c26e09c656d187d6cd96684d865cf;305093;3;2;3;3;2010
Whipped;Jon Secada;https://i.scdn.co/image/ae4beec7b78710f61e23ca4efeb84fa3b079a8a2;272893;1;2;2;1;1994
Who Will Save Your Soul;Jewel;https://i.scdn.co/image/bbf6fba0ef13eef3a08112d0e5f03b45e3530916;239293;6;2;3;3;1995
Who Will You Run To;Heart;https://i.scdn.co/image/acf71d225d5344e98d781f1dad003d6c1414f7bb;246400;1;2;2;1;1987
Who You'd Be Today;Kenny Chesney;https://i.scdn.co/image/054fb26d2570a9d7de8bc6a8d35e7fe5e3b796b6;254573;3;1;1;3;2005
Who's That Girl?;Eurythmics;https://i.scdn.co/image/3026bd6356a7050e2330aa51784e6e73ffcc226c;226400;2;2;2;2;1991
Whole Lotta Love - Live at Fillmore West, 3/6/1971;King Curtis;https://i.scdn.co/image/f03c1a8f8923b72fb90b308202621c3031d9c491;135546;9;2;5;3;1971
Whoot, There It Is;95 South;https://i.scdn.co/image/4d8b56fb6d2cc86f05d41876182e6ea9081e3872;183907;2;1;1;4;1996
Why;Annie Lennox;https://i.scdn.co/image/4d23a9140f374a5988e228ed7db8f71377d42d81;293838;10;2;5;3;1982
Why Can't We Live Together;Timmy Thomas;https://i.scdn.co/image/e2daa2eeefe05d5bdc56d5049f200ddba00cdab8;289613;5;2;3;5;2004
Why Don't You Get A Job;The Offspring;https://i.scdn.co/image/f866b2003f7cd5a6874d8fed9282fb521f148ca2;172467;8;2;4;6;1998
Why Me Baby?;Keith Sweat;https://i.scdn.co/image/534ca504a19a7edf6f06f8228f582d6d2ff2ebc3;327973;2;1;1;4;1991
Why You Wanna;T.I.;https://i.scdn.co/image/38a56766e77d8a9cbb2ce38b36953a288f46db8d;215000;4;2;2;3;2006
Wiggle It - Radio Version;2 In A Room;https://i.scdn.co/image/f7ab4aeea5ba2a921a5b776d7b0514ad004a62cf;245853;2;2;2;2;1990
Wild Thing;Tone-Loc;https://i.scdn.co/image/9cc18d31f6bdfb7c554020b30a53baa5f1214297;263573;4;2;2;3;1966
Will 2K;Will Smith;https://i.scdn.co/image/152499ec0ef6e2a369cd06075fd5849bc91642fa;233907;4;2;2;3;1999
With Or Without You - Remastered;U2;https://i.scdn.co/image/98e74f73b582a77d354e8f7d0e5c42a189b7c745;295516;1;2;2;1;1987
With Them;Young Thug;https://i.scdn.co/image/71128c075b9a68b8866c62df68d6fe39973fb7dd;197747;4;1;1;4;2016
With You Tonight (Hasta El Amanecer);Nicky Jam;https://i.scdn.co/image/7306577e182cabedfab078922068638154f8b150;208973;7;2;3;3;2017
Without You;Hinder;https://i.scdn.co/image/2af8280276e7e563b15d966097722092e57a8ef8;232267;8;1;1;4;1971
Wobble;V.I.C.;https://i.scdn.co/image/968cb7c2be243a26cd35f743490d924b36dcf1d7;321987;4;2;2;3;2008
Woman In Chains;Tears For Fears;https://i.scdn.co/image/f29ad760446a666f019c13a6316b45273743195c;391000;2;1;1;4;1989
Woman, Amen;Dierks Bentley;https://i.scdn.co/image/a910c1b11b32af362df24d74186d716e6d87d838;179827;3;2;3;3;2018
Woof!;Fiend;https://i.scdn.co/image/125a48ad607092bd653b9ca1ec2b63c2063c2de7;261707;4;1;1;4;2005
Worker Man;Patra;https://i.scdn.co/image/12746dbe53f2e21ea6ad32550b0a23d3c420946e;296827;6;3;3;3;1993
Would You Go With Me;Josh Turner;https://i.scdn.co/image/9498e5df4f972155b14851c69e7aac2962ac35b6;228187;3;2;3;3;2006
Wrong;Everything But The Girl;https://i.scdn.co/image/2dc14460042fa8f88541d61b6f1c31f6e71c3277;276693;2;2;2;2;1996
XO Tour Llif3;Lil Uzi Vert;https://i.scdn.co/image/0ea8577fe124691ddce00bccf9677b16166a21db;182707;4;1;1;4;2017
Yeah Boy;Kelsea Ballerini;https://i.scdn.co/image/e154469f006186029456b13e2593f1b38831a5b6;194413;3;3;3;3;2015
Yeah Yeah U Know It;Def Squad;https://i.scdn.co/image/e73b9610216de1814acd52110f35e399639404e8;250320;4;2;2;3;2003
You And Me;Lifehouse;https://i.scdn.co/image/537ce3f5d1fff4ab15df7c746c04c4d6c549632f;195493;8;1;1;4;1977
You Are the Woman;Firefall;https://i.scdn.co/image/539e66424e4bb14dff5f1ef748f711d94de74dbd;164440;1;2;2;1;1976
You Belong To Me;Carly Simon;https://i.scdn.co/image/5a3703f6691131ff131ff394212389a8e44893d9;232667;11;2;3;3;1977
You Bring Me Up;K-Ci & JoJo;https://i.scdn.co/image/9da2b8835cc28599a26053e10559569f7d183efe;263693;2;2;2;2;1997
You Gonna Fly;Keith Urban;https://i.scdn.co/image/bae8d1cc760b94b8713ce985414d98525ae1328c;216867;3;1;1;3;2010
You Owe Me (feat. Ginuwine);Nas;https://i.scdn.co/image/90e0108e117c0a155168e0971b6733f2885cd5a7;287907;4;2;2;3;1999
You Think You're Hot Stuff;Jean Knight;https://i.scdn.co/image/95ecc317bd38f4cfe53baac9fc4a42e22b0d7f55;149307;5;3;3;3;1971
You're My Better Half;Keith Urban;https://i.scdn.co/image/1e0e9ffc35c1304a8ba2abd161384fc22ed228be;239400;3;2;3;3;2007
You're Still The One;Shania Twain;https://i.scdn.co/image/c31d95c1612643abe6a497a227ca93eeb2f420ee;212200;3;1;1;3;1997
You're The One;Mario Winans;https://i.scdn.co/image/3f0a5ed1a16366954cae00d145d61cca29fd551b;218440;5;2;3;5;1968
You're in Love;Ratt;https://i.scdn.co/image/2d703c1ca51f2dbdd0578d4e3cd16f337b803053;194107;1;1;1;1;1985
Your Imagination - Remastered 2003;Daryl Hall & John Oates;https://i.scdn.co/image/7c270ba6ca0991b05079aed0460628857270e7b2;212933;1;2;2;1;1981
Your Song;Elton John;https://i.scdn.co/image/e8285539a0188a61711604a1ebbbfbe907da9b57;240800;1;2;2;1;1990
changes;XXXTENTACION;https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536;121887;4;3;3;3;1974
